record_id,timestamp,intersection_id,intersection_name,latitude,longitude,vehicle_count,average_speed,signal_cycle_time,green_time,yellow_time,red_time,weather_condition,day_of_week,is_holiday,event,pollution_level,car_count,bus_count,truck_count,motorcycle_count,is_weekend,hour_of_day
3652,2023-01-03 12:50:00,2,Katra,25.455,81.8463,148.0,27.62,120,62,4,54,Cold Wave,Tuesday,0,0,3.19,78,16,19,35,0,12
8930,2023-01-07 04:40:00,10,Minto Park,25.4352,81.882,45.0,21.3,120,54,5,61,Clear,Saturday,0,4,1.08,28,8,3,6,1,4
9834,2023-01-07 19:50:00,4,Tagore Town,25.4675,81.8867,182.0,27.18,120,74,5,41,Clear,Saturday,0,0,3.62,113,16,21,32,1,19
555,2023-01-01 09:10:00,5,Naini Bridge,25.4088,81.8592,120.0,34.84,120,56,5,59,Clear,Sunday,1,0,2.42,63,12,13,32,1,9
9400,2023-01-07 12:30:00,10,Minto Park,25.4352,81.882,19.0,51.08,120,56,8,56,Clear,Saturday,0,0,0.32,11,1,2,5,1,12
310,2023-01-01 05:00:00,10,Minto Park,25.4352,81.882,56.0,42.99,120,64,5,51,Clear,Sunday,1,0,1.48,30,12,4,10,1,5
4573,2023-01-04 04:10:00,3,Chowk,25.4314,81.8437,73.0,32.2,120,53,3,64,Light Rain,Wednesday,0,0,1.44,40,6,9,18,0,4
4718,2023-01-04 06:30:00,8,Jhunsi,25.4326,81.9061,95.0,25.78,120,66,5,49,Heavy Rain,Wednesday,0,0,2.15,44,14,9,28,0,6
1659,2023-01-02 03:30:00,9,MNNIT Gate,25.492,81.8639,88.0,37.25,120,59,4,57,Clear,Monday,0,0,2.02,49,12,10,17,0,3
4344,2023-01-04 00:20:00,4,Tagore Town,25.4675,81.8867,50.0,33.68,120,69,3,48,Heavy Rain,Wednesday,0,0,0.93,30,4,5,11,0,0
8998,2023-01-07 05:50:00,8,Jhunsi,25.4326,81.9061,82.0,36.24,120,63,5,52,Clear,Saturday,0,0,1.49,50,8,5,19,1,5
8077,2023-01-06 14:30:00,7,Phaphamau,25.4945,81.8686,85.0,33.42,120,67,4,49,Cold Wave,Friday,0,0,1.85,44,10,10,21,0,14
7973,2023-01-06 12:50:00,3,Chowk,25.4314,81.8437,77.0,37.23,120,69,5,46,Clear,Friday,0,3,1.86,40,8,15,14,0,12
774,2023-01-01 12:50:00,4,Tagore Town,25.4675,81.8867,49.0,45.25,120,63,3,55,Clear,Sunday,1,0,1.27,67,5,12,10,1,12
9011,2023-01-07 06:10:00,1,Civil Lines,25.4486,81.8333,55.0,41.49,120,70,5,45,Clear,Saturday,0,0,1.08,34,3,9,9,1,6
9725,2023-01-07 18:00:00,5,Naini Bridge,25.4088,81.8592,224.0,26.48,120,87,5,28,Clear,Saturday,0,0,4.99,122,25,31,46,1,18
5516,2023-01-04 19:50:00,6,Allahabad Junction,25.4358,81.8307,225.0,27.26,120,75,5,40,Clear,Wednesday,0,0,4.07,129,21,15,60,0,19
1950,2023-01-02 08:20:00,10,Minto Park,25.4352,81.882,126.0,29.75,120,57,4,59,Clear,Monday,0,0,1.95,83,8,6,29,0,8
8631,2023-01-06 23:50:00,1,Civil Lines,25.4486,81.8333,89.0,36.86,120,57,5,58,Clear,Friday,0,0,1.63,57,9,5,18,0,23
5871,2023-01-05 01:50:00,1,Civil Lines,25.4486,81.8333,76.0,38.24,120,63,5,52,Clear,Thursday,0,0,1.63,51,10,6,9,0,1
9395,2023-01-07 12:30:00,5,Naini Bridge,25.4088,81.8592,69.0,40.07,120,56,6,58,Clear,Saturday,0,0,1.26,39,7,4,19,1,12
9991,2023-01-07 22:30:00,1,Civil Lines,25.4486,81.8333,87.0,30.11,120,59,5,56,Fog,Saturday,0,0,1.77,47,6,14,20,1,22
9048,2023-01-07 06:40:00,8,Jhunsi,25.4326,81.9061,71.0,35.31,120,61,5,54,Clear,Saturday,0,0,1.22,47,6,4,14,1,6
7058,2023-01-05 21:30:00,8,Jhunsi,25.4326,81.9061,98.0,35.56,120,64,4,52,Clear,Thursday,0,0,1.89,62,11,6,19,0,21
3713,2023-01-03 13:50:00,3,Chowk,25.4314,81.8437,146.0,29.59,120,52,6,62,Clear,Tuesday,0,0,2.58,83,12,11,40,0,13
5401,2023-01-04 18:00:00,1,Civil Lines,25.4486,81.8333,135.0,24.04,120,63,4,53,Fog,Wednesday,0,0,2.65,78,15,10,32,0,18
4243,2023-01-03 22:40:00,3,Chowk,25.4314,81.8437,114.0,31.32,120,62,5,53,Clear,Tuesday,0,0,2.2,69,11,10,24,0,22
6807,2023-01-05 17:20:00,7,Phaphamau,25.4945,81.8686,37.0,30.47,120,54,3,63,Heavy Rain,Thursday,0,0,0.75,23,3,5,6,0,17
6986,2023-01-05 20:20:00,6,Allahabad Junction,25.4358,81.8307,77.0,29.3,120,47,4,69,Fog,Thursday,0,0,1.93,44,14,7,12,0,20
821,2023-01-01 13:40:00,1,Civil Lines,25.4486,81.8333,46.0,44.93,120,70,6,44,Heatwave,Sunday,1,1,0.84,22,4,4,16,1,13
1374,2023-01-01 22:50:00,4,Tagore Town,25.4675,81.8867,41.0,33.60973357553739,120,60,4,56,Heavy Rain,Sunday,1,0,0.9,25,6,3,7,1,22
5330,2023-01-04 16:40:00,10,Minto Park,25.4352,81.882,151.0,28.72,120,77,4,39,Clear,Wednesday,0,0,3.21,87,15,20,29,0,16
2261,2023-01-02 13:40:00,1,Civil Lines,25.4486,81.8333,121.0,29.9,120,57,4,59,Clear,Monday,0,0,2.61,72,15,11,22,0,13
8546,2023-01-06 22:20:00,6,Allahabad Junction,25.4358,81.8307,151.0,30.09,120,80,3,37,Clear,Friday,0,0,2.66,93,11,13,34,0,22
3989,2023-01-03 18:20:00,9,MNNIT Gate,25.492,81.8639,231.0,23.94,120,86,4,30,Clear,Tuesday,0,0,4.52,145,24,19,43,0,18
3167,2023-01-03 04:40:00,7,Phaphamau,25.4945,81.8686,80.0,39.03,120,57,5,58,Clear,Tuesday,0,0,1.53,53,8,6,13,0,4
3321,2023-01-03 07:20:00,1,Civil Lines,25.4486,81.8333,176.0,24.54,120,83,5,32,Fog,Tuesday,0,0,3.78,103,22,17,34,0,7
7072,2023-01-05 21:50:00,2,Katra,25.455,81.8463,34.0,44.68,120,60,6,51,Clear,Thursday,0,0,0.43,27,1,1,5,0,21
4167,2023-01-03 21:20:00,7,Phaphamau,25.4945,81.8686,91.0,34.74,120,57,5,58,Clear,Tuesday,0,0,1.94,53,11,9,18,0,21
6464,2023-01-05 11:40:00,4,Tagore Town,25.4675,81.8867,66.0,37.04,120,62,5,53,Clear,Thursday,0,0,1.38,31,7,8,20,0,11
4449,2023-01-04 02:00:00,9,MNNIT Gate,25.492,81.8639,50.0,38.56,120,56,4,60,Fog,Wednesday,0,0,1.07,30,6,5,9,0,2
1209,2023-01-01 20:00:00,9,MNNIT Gate,25.492,81.8639,129.0,34.18,120,60,5,55,Clear,Sunday,1,0,2.97,76,13,22,18,1,20
799,2023-01-01 13:10:00,9,MNNIT Gate,25.492,81.8639,68.0,39.5,120,60,5,55,Clear,Sunday,1,0,1.87,36,15,6,11,1,13
7519,2023-01-06 05:10:00,9,MNNIT Gate,25.492,81.8639,112.0,35.33,120,60,3,57,Clear,Friday,0,0,2.04,76,10,8,18,0,5
3377,2023-01-03 08:10:00,7,Phaphamau,25.4945,81.8686,207.0,26.75,120,79,6,35,Clear,Tuesday,0,0,3.98,133,19,19,36,0,8
8716,2023-01-07 01:10:00,6,Allahabad Junction,25.4358,81.8307,83.0,38.09,120,63,3,54,Clear,Saturday,0,0,1.54,50,8,6,19,1,1
9454,2023-01-07 13:30:00,4,Tagore Town,25.4675,81.8867,118.0,33.21,120,70,3,47,Clear,Saturday,0,0,2.68,65,16,13,24,1,13
7445,2023-01-06 04:00:00,5,Naini Bridge,25.4088,81.8592,76.0,34.22,120,63,4,53,Light Rain,Friday,0,0,1.44,51,6,8,11,0,4
1616,2023-01-02 02:50:00,6,Allahabad Junction,25.4358,81.8307,73.0,39.72,120,61,6,53,Clear,Monday,0,0,1.1,43,1,9,20,0,2
9990,2023-01-07 22:20:00,10,Minto Park,25.4352,81.882,110.0,36.9,120,62,4,54,Clear,Saturday,0,0,2.24,64,11,12,23,1,22
6119,2023-01-05 05:50:00,9,MNNIT Gate,25.492,81.8639,68.0,38.43,120,61,4,55,Clear,Thursday,0,0,1.56,40,9,8,11,0,5
8325,2023-01-06 18:40:00,5,Naini Bridge,25.4088,81.8592,245.0,24.73,120,78,5,37,Clear,Friday,0,0,4.49,148,20,22,55,0,18
5727,2023-01-04 23:20:00,7,Phaphamau,25.4945,81.8686,95.0,33.23,120,47,6,67,Heatwave,Wednesday,0,0,2.12,53,12,11,19,0,23
7468,2023-01-06 04:20:00,8,Jhunsi,25.4326,81.9061,96.0,37.69,120,66,2,52,Clear,Friday,0,0,2.0,56,10,11,19,0,4
9965,2023-01-07 22:00:00,5,Naini Bridge,25.4088,81.8592,64.0,41.3,120,66,3,51,Clear,Saturday,0,0,1.19,38,6,5,15,1,22
3859,2023-01-03 16:10:00,9,MNNIT Gate,25.492,81.8639,105.0,33.17,120,64,3,53,Clear,Tuesday,0,0,1.8,65,7,9,24,0,16
6738,2023-01-05 16:10:00,8,Jhunsi,25.4326,81.9061,81.0,40.23,120,58,3,59,Clear,Thursday,0,0,1.61,46,10,5,20,0,16
3452,2023-01-03 09:30:00,2,Katra,25.455,81.8463,111.0,23.62,120,55,2,63,Heavy Rain,Tuesday,0,0,2.33,59,13,11,28,0,9
5164,2023-01-04 14:00:00,4,Tagore Town,25.4675,81.8867,111.0,28.31,120,53,4,63,Light Rain,Wednesday,0,0,2.54,56,15,13,27,0,14
2287,2023-01-02 14:00:00,7,Phaphamau,25.4945,81.8686,83.0,32.09,120,66,4,50,Heatwave,Monday,0,0,1.41,51,6,6,20,0,14
6837,2023-01-05 17:50:00,7,Phaphamau,25.4945,81.8686,170.0,28.99,120,74,5,41,Clear,Thursday,0,0,3.11,110,13,16,31,0,17
8092,2023-01-06 14:50:00,2,Katra,25.455,81.8463,68.0,38.04,120,65,6,49,Clear,Friday,0,0,1.19,53,5,5,5,0,14
2685,2023-01-02 20:40:00,5,Naini Bridge,25.4088,81.8592,168.0,28.67,120,72,6,42,Clear,Monday,0,0,3.2,97,10,24,37,0,20
7238,2023-01-06 00:30:00,8,Jhunsi,25.4326,81.9061,116.0,36.76,120,48,4,68,Clear,Friday,0,0,2.1,77,6,15,18,0,0
80,2023-01-01 01:10:00,10,Minto Park,25.4352,81.882,20.0,50.87,120,50,5,65,Clear,Sunday,1,0,0.34,15,1,2,2,1,1
8648,2023-01-07 00:00:00,8,Jhunsi,25.4326,81.9061,71.0,41.34,120,61,3,56,Clear,Saturday,0,0,1.3,44,6,6,15,1,0
9160,2023-01-07 08:30:00,10,Minto Park,25.4352,81.882,156.0,28.92,120,87,4,29,Clear,Saturday,0,0,3.46,86,20,17,33,1,8
4426,2023-01-04 01:40:00,6,Allahabad Junction,25.4358,81.8307,138.0,29.9,120,62,4,54,Light Rain,Wednesday,0,0,2.77,81,12,17,28,0,1
7433,2023-01-06 03:50:00,3,Chowk,25.4314,81.8437,61.0,38.77,120,64,3,53,Clear,Friday,0,3,1.02,33,2,8,18,0,3
6942,2023-01-05 19:40:00,2,Katra,25.455,81.8463,93.0,35.65,120,60,5,55,Clear,Thursday,0,0,1.99,59,10,11,13,0,19
5137,2023-01-04 13:30:00,7,Phaphamau,25.4945,81.8686,85.0,35.04,120,60,6,54,Clear,Wednesday,0,0,1.85,47,8,13,17,0,13
8492,2023-01-06 21:30:00,2,Katra,25.455,81.8463,73.0,39.72,120,65,6,49,Clear,Friday,0,0,1.5,44,8,7,14,0,21
1511,2023-01-02 01:10:00,1,Civil Lines,25.4486,81.8333,104.0,32.96,120,57,5,58,Light Rain,Monday,0,0,1.84,66,7,10,21,0,1
3129,2023-01-03 04:00:00,9,MNNIT Gate,25.492,81.8639,83.0,36.63,120,55,5,60,Clear,Tuesday,0,0,1.79,53,9,10,11,0,4
7347,2023-01-06 02:20:00,7,Phaphamau,25.4945,81.8686,69.0,37.42,120,56,4,60,Light Rain,Friday,0,0,1.28,45,4,9,11,0,2
4665,2023-01-04 05:40:00,5,Naini Bridge,25.4088,81.8592,108.0,36.8,120,61,3,56,Clear,Wednesday,0,0,1.84,71,7,9,21,0,5
6229,2023-01-05 07:40:00,9,MNNIT Gate,25.492,81.8639,113.0,33.05,120,66,4,50,Clear,Thursday,0,0,2.33,61,14,9,29,0,7
2502,2023-01-02 17:40:00,2,Katra,25.455,81.8463,174.0,27.55,120,78,3,39,Clear,Monday,0,0,3.26,111,18,11,34,0,17
8114,2023-01-06 15:10:00,4,Tagore Town,25.4675,81.8867,101.0,33.88,120,55,4,61,Clear,Friday,0,3,2.38,60,18,6,17,0,15
8710,2023-01-07 01:00:00,10,Minto Park,25.4352,81.882,76.0,40.37,120,62,4,54,Clear,Saturday,0,0,1.42,44,9,3,20,1,1
7674,2023-01-06 07:50:00,4,Tagore Town,25.4675,81.8867,229.0,24.4,120,71,4,45,Clear,Friday,0,3,4.97,129,27,26,47,0,7
4363,2023-01-04 00:40:00,3,Chowk,25.4314,81.8437,131.0,13.75,120,57,4,59,Light Rain,Wednesday,0,2,2.82,78,18,10,25,0,0
4580,2023-01-04 04:10:00,10,Minto Park,25.4352,81.882,64.0,36.85,120,64,6,50,Light Rain,Wednesday,0,0,1.31,39,7,11,12,0,4
8265,2023-01-06 17:40:00,5,Naini Bridge,25.4088,81.8592,291.0,20.9,120,78,4,38,Heatwave,Friday,0,0,5.35,182,25,24,60,0,17
6181,2023-01-05 07:00:00,1,Civil Lines,25.4486,81.8333,171.0,26.71,120,80,4,36,Light Rain,Thursday,0,0,3.42,110,20,12,29,0,7
3021,2023-01-03 02:20:00,1,Civil Lines,25.4486,81.8333,129.0,33.47,120,62,5,53,Clear,Tuesday,0,0,2.29,82,9,12,26,0,2
8022,2023-01-06 13:40:00,2,Katra,25.455,81.8463,66.0,38.33,120,64,4,52,Clear,Friday,0,0,1.39,40,8,6,12,0,13
8457,2023-01-06 20:50:00,7,Phaphamau,25.4945,81.8686,232.0,25.37,120,77,6,37,Clear,Friday,0,0,4.32,140,21,19,52,0,20
7982,2023-01-06 13:00:00,2,Katra,25.455,81.8463,72.0,35.98,120,57,5,58,Light Rain,Friday,0,0,1.38,39,6,8,19,0,13
3319,2023-01-03 07:10:00,9,MNNIT Gate,25.492,81.8639,255.0,20.58,120,85,3,32,Light Rain,Tuesday,0,0,5.08,156,26,24,21,0,7
8324,2023-01-06 18:40:00,4,Tagore Town,25.4675,81.8867,263.0,23.8,120,79,5,36,Clear,Friday,0,3,5.8,153,34,27,49,0,18
1826,2023-01-02 06:20:00,6,Allahabad Junction,25.4358,81.8307,131.0,31.67,120,52,5,63,Clear,Monday,0,0,2.42,86,10,13,22,0,6
484,2023-01-01 08:00:00,4,Tagore Town,25.4675,81.8867,67.0,37.72,120,54,5,61,Clear,Sunday,1,0,1.6,38,11,6,12,1,8
7600,2023-01-06 06:30:00,10,Minto Park,25.4352,81.882,68.0,33.23,120,61,3,56,Light Rain,Friday,0,0,1.18,40,4,7,17,0,6
6953,2023-01-05 19:50:00,3,Chowk,25.4314,81.8437,105.0,23.24,120,62,4,54,Heavy Rain,Thursday,0,0,2.24,56,10,15,24,0,19
331,2023-01-01 05:30:00,1,Civil Lines,25.4486,81.8333,43.0,43.02,120,65,4,51,Clear,Sunday,1,1,0.87,26,4,5,8,1,5
6248,2023-01-05 08:00:00,8,Jhunsi,25.4326,81.9061,137.0,30.64,120,70,5,45,Clear,Thursday,0,0,2.47,87,10,13,27,0,8
4896,2023-01-04 09:30:00,6,Allahabad Junction,25.4358,81.8307,186.0,26.8,120,89,5,26,Clear,Wednesday,0,0,3.53,118,14,21,33,0,9
4848,2023-01-04 08:40:00,8,Jhunsi,25.4326,81.9061,186.0,24.73,120,77,5,38,Clear,Wednesday,0,0,4.24,98,24,23,41,0,8
7793,2023-01-06 09:50:00,3,Chowk,25.4314,81.8437,229.0,25.03,120,74,3,43,Clear,Friday,0,3,4.43,145,21,22,41,0,9
4865,2023-01-04 09:00:00,5,Naini Bridge,25.4088,81.8592,234.0,26.34,120,77,3,40,Clear,Wednesday,0,0,4.54,143,19,27,45,0,9
15,2023-01-01 00:10:00,5,Naini Bridge,25.4088,81.8592,51.0,44.13,120,60,7,53,Clear,Sunday,1,0,1.05,29,5,6,11,1,0
5826,2023-01-05 01:00:00,6,Allahabad Junction,25.4358,81.8307,78.0,38.43,120,65,5,50,Clear,Thursday,0,0,1.1,56,3,4,15,0,1
3928,2023-01-03 17:20:00,8,Jhunsi,25.4326,81.9061,246.0,24.3,120,81,5,34,Clear,Tuesday,0,0,5.19,152,32,19,43,0,17
4844,2023-01-04 08:40:00,4,Tagore Town,25.4675,81.8867,240.0,23.67,120,75,3,42,Clear,Wednesday,0,0,2.2362020202020205,143,22,22,53,0,8
6465,2023-01-05 11:40:00,5,Naini Bridge,25.4088,81.8592,84.0,37.56,120,60,4,56,Clear,Thursday,0,0,1.88,52,11,9,12,0,11
1968,2023-01-02 08:40:00,8,Jhunsi,25.4326,81.9061,121.0,33.22,120,68,5,47,Clear,Monday,0,0,1.88,74,6,9,32,0,8
5079,2023-01-04 12:30:00,9,MNNIT Gate,25.492,81.8639,105.0,34.02,120,57,5,58,Clear,Wednesday,0,0,2.17,68,11,11,15,0,12
6486,2023-01-05 12:00:00,6,Allahabad Junction,25.4358,81.8307,52.0,44.87,120,71,5,44,Clear,Thursday,0,0,0.94,29,4,5,14,0,12
2805,2023-01-02 22:40:00,5,Naini Bridge,25.4088,81.8592,112.0,34.23,120,60,5,55,Clear,Monday,0,0,2.04,72,5,16,19,0,22
4657,2023-01-04 05:30:00,7,Phaphamau,25.4945,81.8686,107.0,30.71,120,55,6,59,Heatwave,Wednesday,0,0,2.18,68,11,11,17,0,5
1223,2023-01-01 20:20:00,3,Chowk,25.4314,81.8437,111.0,31.72,120,62,6,52,Clear,Sunday,1,0,2.16,72,12,8,19,1,20
7727,2023-01-06 08:40:00,7,Phaphamau,25.4945,81.8686,108.0,34.3,120,62,5,53,Clear,Friday,0,0,2.35,65,16,7,20,0,8
4859,2023-01-04 08:50:00,9,MNNIT Gate,25.492,81.8639,119.0,32.72,120,64,5,51,Clear,Wednesday,0,0,2.68,69,17,11,22,0,8
7678,2023-01-06 07:50:00,8,Jhunsi,25.4326,81.9061,178.0,28.0,120,81,6,33,Clear,Friday,0,0,3.53,109,19,15,35,0,7
6189,2023-01-05 07:00:00,9,MNNIT Gate,25.492,81.8639,160.0,24.04,120,78,5,37,Light Rain,Thursday,0,0,3.1,105,13,18,24,0,7
2140,2023-01-02 11:30:00,10,Minto Park,25.4352,81.882,152.0,24.54,120,89,3,28,Cold Wave,Monday,0,0,3.53,84,21,18,29,0,11
9363,2023-01-07 12:00:00,3,Chowk,25.4314,81.8437,88.0,35.25,120,61,5,54,Clear,Saturday,0,0,1.65,49,11,3,25,1,12
3746,2023-01-03 14:20:00,6,Allahabad Junction,25.4358,81.8307,39.0,43.95,120,65,5,50,Clear,Tuesday,0,0,0.83,21,4,5,9,0,14
3435,2023-01-03 09:10:00,5,Naini Bridge,25.4088,81.8592,144.0,27.6,120,61,3,56,Heatwave,Tuesday,0,0,2.58,91,10,14,29,0,9
4920,2023-01-04 09:50:00,10,Minto Park,25.4352,81.882,157.0,30.24,120,89,5,26,Clear,Wednesday,0,0,3.2,101,20,10,26,0,9
3932,2023-01-03 17:30:00,2,Katra,25.455,81.8463,124.0,30.13,120,58,7,55,Clear,Tuesday,0,0,2.16,83,7,13,21,0,17
9786,2023-01-07 19:00:00,6,Allahabad Junction,25.4358,81.8307,116.0,32.32,120,65,5,50,Clear,Saturday,0,0,1.98,79,6,12,19,1,19
8999,2023-01-07 05:50:00,9,MNNIT Gate,25.492,81.8639,101.0,34.93,120,59,7,54,Clear,Saturday,0,0,1.68,71,6,8,16,1,5
778,2023-01-01 12:50:00,8,Jhunsi,25.4326,81.9061,48.0,43.06,120,60,5,55,Clear,Sunday,1,0,0.99,31,7,2,8,1,12
2341,2023-01-02 15:00:00,1,Civil Lines,25.4486,81.8333,80.0,37.2,120,52,6,62,Clear,Monday,0,0,1.46,56,5,9,10,0,15
9954,2023-01-07 21:50:00,4,Tagore Town,25.4675,81.8867,65.0,40.25,120,53,5,62,Clear,Saturday,0,0,1.01,49,4,3,9,1,21
263,2023-01-01 04:20:00,3,Chowk,25.4314,81.8437,31.0,53.33,120,57,5,58,Clear,Sunday,1,0,0.5,21,2,2,6,1,4
9795,2023-01-07 19:10:00,5,Naini Bridge,25.4088,81.8592,175.0,26.82,120,87,3,30,Clear,Saturday,0,0,3.44,111,18,15,31,1,19
6572,2023-01-05 13:30:00,2,Katra,25.455,81.8463,63.0,35.88,120,51,5,64,Clear,Thursday,0,0,1.5,40,10,6,7,0,13
5872,2023-01-05 01:50:00,2,Katra,25.455,81.8463,65.0,39.95,120,67,7,46,Clear,Thursday,0,0,1.29,39,6,7,13,0,1
4789,2023-01-04 07:40:00,9,MNNIT Gate,25.492,81.8639,285.0,22.14,120,73,6,41,Clear,Wednesday,0,0,5.52,177,31,20,57,0,7
9239,2023-01-07 09:50:00,9,MNNIT Gate,25.492,81.8639,129.0,25.37,120,58,4,58,Fog,Saturday,0,0,2.57,83,15,9,22,1,9
5426,2023-01-04 18:20:00,6,Allahabad Junction,25.4358,81.8307,212.0,24.01,120,72,5,43,Clear,Wednesday,0,0,4.39,123,20,27,42,0,18
855,2023-01-01 14:10:00,5,Naini Bridge,25.4088,81.8592,48.0,35.72,120,63,5,52,Fog,Sunday,1,0,1.04,27,6,5,10,1,14
858,2023-01-01 14:10:00,8,Jhunsi,25.4326,81.9061,25.0,41.08,120,56,2,62,Fog,Sunday,1,0,0.58,14,4,2,5,1,14
839,2023-01-01 13:50:00,9,MNNIT Gate,25.492,81.8639,25.0,41.54,120,62,5,53,Fog,Sunday,1,0,0.36,19,0,3,3,1,13
7916,2023-01-06 11:50:00,6,Allahabad Junction,25.4358,81.8307,68.0,40.88,120,52,5,63,Clear,Friday,0,0,1.56,42,9,8,9,0,11
4007,2023-01-03 18:40:00,7,Phaphamau,25.4945,81.8686,217.0,23.78,120,81,4,35,Clear,Tuesday,0,0,4.29,127,24,17,49,0,18
3198,2023-01-03 05:10:00,8,Jhunsi,25.4326,81.9061,49.0,20.8,120,64,2,54,Cold Wave,Tuesday,0,2,0.99,28,5,5,11,0,5
164,2023-01-01 02:40:00,4,Tagore Town,25.4675,81.8867,56.0,38.08,120,57,3,60,Clear,Sunday,1,0,0.94,35,2,7,12,1,2
803,2023-01-01 13:20:00,3,Chowk,25.4314,81.8437,55.0,45.35,120,55,4,61,Clear,Sunday,1,0,1.1,34,7,3,11,1,13
6707,2023-01-05 15:40:00,7,Phaphamau,25.4945,81.8686,89.0,33.08,120,60,6,54,Cold Wave,Thursday,0,0,1.36,57,5,5,22,0,15
2532,2023-01-02 18:10:00,2,Katra,25.455,81.8463,229.0,23.72,120,74,5,41,Clear,Monday,0,0,4.66,136,24,23,46,0,18
2702,2023-01-02 21:00:00,2,Katra,25.455,81.8463,93.0,30.83,120,54,5,61,Cold Wave,Monday,0,0,1.94,51,9,12,21,0,21
8062,2023-01-06 14:20:00,2,Katra,25.455,81.8463,104.0,34.83,120,53,5,62,Clear,Friday,0,0,2.32,61,13,12,18,0,14
7396,2023-01-06 03:10:00,6,Allahabad Junction,25.4358,81.8307,111.51911468812877,53.41,120,57,4,59,Clear,Friday,0,0,0.31,10,1,2,4,0,3
9643,2023-01-07 16:40:00,3,Chowk,25.4314,81.8437,63.0,39.66,120,59,5,56,Clear,Saturday,0,0,1.32,36,5,10,12,1,16
8580,2023-01-06 22:50:00,10,Minto Park,25.4352,81.882,112.0,31.84,120,61,6,53,Clear,Friday,0,0,2.2,77,11,10,14,0,22
9726,2023-01-07 18:00:00,6,Allahabad Junction,25.4358,81.8307,152.0,30.03,120,71,6,43,Clear,Saturday,0,0,2.225783619817998,87,16,20,29,1,18
8828,2023-01-07 03:00:00,8,Jhunsi,25.4326,81.9061,109.0,35.41,120,60,5,55,Clear,Saturday,0,0,2.1,64,9,12,24,1,3
7913,2023-01-06 11:50:00,3,Chowk,25.4314,81.8437,84.0,37.75,120,65,5,50,Clear,Friday,0,3,2.2,48,19,4,13,0,11
5007,2023-01-04 11:20:00,7,Phaphamau,25.4945,81.8686,113.0,31.65,120,63,4,53,Clear,Wednesday,0,0,2.64,62,16,13,22,0,11
2157,2023-01-02 11:50:00,7,Phaphamau,25.4945,81.8686,103.0,33.71,120,61,5,54,Cold Wave,Monday,0,0,2.22,69,12,11,11,0,11
3052,2023-01-03 02:50:00,2,Katra,25.455,81.8463,85.0,36.94,120,60,4,56,Cold Wave,Tuesday,0,0,1.48,55,8,4,18,0,2
9158,2023-01-07 08:30:00,8,Jhunsi,25.4326,81.9061,127.0,33.9,120,64,3,53,Clear,Saturday,0,0,2.68,70,18,8,31,1,8
712,2023-01-01 11:50:00,2,Katra,25.455,81.8463,75.0,27.29,120,57,6,57,Heavy Rain,Sunday,1,1,1.62,40,11,5,19,1,11
9489,2023-01-07 14:00:00,9,MNNIT Gate,25.492,81.8639,62.0,41.27,120,52,4,64,Clear,Saturday,0,0,1.35,37,8,6,11,1,14
540,2023-01-01 08:50:00,10,Minto Park,25.4352,81.882,56.0,42.84,120,57,3,60,Clear,Sunday,1,0,1.1,33,7,3,13,1,8
9494,2023-01-07 14:10:00,4,Tagore Town,25.4675,81.8867,90.0,39.37,120,54,4,62,Clear,Saturday,0,0,1.62,55,5,11,19,1,14
6469,2023-01-05 11:40:00,9,MNNIT Gate,25.492,81.8639,68.0,39.05,120,60,3,57,Clear,Thursday,0,0,1.5,40,10,5,13,0,11
9656,2023-01-07 16:50:00,6,Allahabad Junction,25.4358,81.8307,140.0,31.11,120,63,5,52,Clear,Saturday,0,0,2.64,89,14,10,27,1,16
9423,2023-01-07 13:00:00,3,Chowk,25.4314,81.8437,79.0,36.89,120,63,3,54,Clear,Saturday,0,0,1.7,50,7,12,10,1,13
2533,2023-01-02 18:10:00,3,Chowk,25.4314,81.8437,148.0,30.74,120,55,4,61,Clear,Monday,0,0,2.57,101,9,14,24,0,18
8512,2023-01-06 21:50:00,2,Katra,25.455,81.8463,31.0,33.60973357553739,120,58,4,58,Clear,Friday,0,0,0.6,22,4,1,4,0,21
3942,2023-01-03 17:40:00,2,Katra,25.455,81.8463,131.0,26.95,120,55,5,60,Fog,Tuesday,0,0,2.38,81,12,9,29,0,17
9942,2023-01-07 21:40:00,2,Katra,25.455,81.8463,81.0,36.08,120,63,4,53,Cold Wave,Saturday,0,0,1.57,43,7,9,22,1,21
4694,2023-01-04 06:10:00,4,Tagore Town,25.4675,81.8867,96.0,34.63,120,62,4,54,Cold Wave,Wednesday,0,0,1.93,56,9,11,20,0,6
5664,2023-01-04 22:20:00,4,Tagore Town,25.4675,81.8867,94.0,36.39,120,48,4,68,Clear,Wednesday,0,0,2.14,59,14,8,13,0,22
1678,2023-01-02 03:50:00,8,Jhunsi,25.4326,81.9061,111.0,29.44,120,55,4,61,Light Rain,Monday,0,0,2.13,75,12,7,17,0,3
6327,2023-01-05 09:20:00,7,Phaphamau,25.4945,81.8686,48.0,42.88,120,60,4,56,Clear,Thursday,0,0,0.76,29,1,6,12,0,9
4461,2023-01-04 02:20:00,1,Civil Lines,25.4486,81.8333,86.0,33.34,120,65,6,49,Light Rain,Wednesday,0,0,2.05,35,12,12,27,0,2
6574,2023-01-05 13:30:00,4,Tagore Town,25.4675,81.8867,82.0,39.16,120,51,6,63,Clear,Thursday,0,0,1.37,48,5,7,22,0,13
